title_id,title,excluded_oov,oov_test,test,train,val,total
16517,An aerial image. It shows: Railway switch.,0,0,288,3315,371,3974
5065,An aerial image. It shows: Commercial building.,0,0,391,3160,382,3933
18662,An aerial image. It shows: School building.,0,0,324,2946,307,3577
8759,An aerial image. It shows: Golf hole.,3134,318,0,0,0,3452
24361,An aerial image. It shows: View of golf hole.,0,0,354,2729,318,3401
24370,An aerial image. It shows: View of roof of building.,0,0,143,2862,384,3389
10801,An aerial image. It shows: Industrial building.,0,0,222,2717,400,3339
4409,An aerial image. It shows: Cemetery.,0,0,355,2667,306,3328
7188,An aerial image. It shows: Farm building.,0,0,152,2769,196,3117
18037,An aerial image. It shows: Retail building.,0,0,268,2351,278,2897
2082,An aerial image. It shows: Barn.,0,0,248,2498,96,2842
15270,An aerial image. It shows: Power pole.,0,0,213,2191,316,2720
21569,An aerial image. It shows: Terrace building.,0,0,460,1421,706,2587
18418,An aerial image. It shows: Rural barn.,0,0,270,2227,85,2582
10305,An aerial image. It shows: Image of taxiway at airport.,0,0,228,2059,271,2558
6839,An aerial image. It shows: Driveway.,0,0,258,1991,278,2527
13599,An aerial image. It shows: Parking area with surface.,0,0,165,1970,246,2381
9033,An aerial image. It shows: Grassy area designated as golf fairway.,2070,226,0,0,0,2296
7261,An aerial image. It shows: Farmyard area.,0,0,145,1896,222,2263
17176,An aerial image. It shows: Residential building.,0,0,69,2090,79,2238
21371,An aerial image. It shows: Switch used for power control.,0,0,249,1820,165,2234
18690,An aerial image. It shows: School.,0,0,199,1830,190,2219
8735,An aerial image. It shows: Golf fairway surrounded by grass.,0,0,231,1774,202,2207
8529,An aerial image. It shows: Garage.,0,0,105,1882,175,2162
21367,An aerial image. It shows: Switch for power supply.,0,0,218,1708,196,2122
6256,An aerial image. It shows: Detached building.,0,0,240,1601,274,2115
24376,An aerial image. It shows: View of taxiway at the airport.,0,0,190,1679,239,2108
21336,An aerial image. It shows: Swimming pool located in leisure land.,0,0,200,1693,201,2094
20137,An aerial image. It shows: Simple house.,0,0,101,1759,221,2081
16475,An aerial image. It shows: Railway signal.,0,0,97,1745,206,2048
4049,An aerial image. It shows: Building.,0,0,140,1706,193,2039
13607,An aerial image. It shows: Parking area.,0,0,175,1655,201,2031
17871,An aerial image. It shows: Retail area.,0,0,184,1653,161,1998
449,An aerial image. It shows: Alley classified as service road.,0,0,186,1591,136,1913
4016,An aerial image. It shows: Building with tiled roof.,0,0,28,1845,27,1900
8506,An aerial image. It shows: Garage building.,0,0,95,1642,148,1885
4110,An aerial image. It shows: Bus stop with platform for public transport.,1695,171,0,0,0,1866
25161,An aerial image. It shows: Zebra crossing on the road.,0,0,140,1578,146,1864
18152,"An aerial image. It shows: Road with ""give way"" sign.",0,0,117,1576,136,1829
6717,An aerial image. It shows: Driveway leading to service road.,0,0,183,1446,169,1798
8094,An aerial image. It shows: Forest area.,0,0,159,1481,145,1785
4011,An aerial image. It shows: Building with tile roof.,0,0,23,1729,23,1775
13698,An aerial image. It shows: Parking space.,0,0,339,1294,139,1772
17772,An aerial image. It shows: Residential road.,0,0,136,1461,166,1763
2397,An aerial image. It shows: Bench.,0,0,105,1504,144,1753
13049,An aerial image. It shows: Orchard.,0,0,164,1396,191,1751
11550,An aerial image. It shows: Man-made pier.,0,0,184,1330,215,1729
5556,An aerial image. It shows: Convenience shop.,0,0,196,1354,166,1716
20136,An aerial image. It shows: Simple and straightforward house.,0,0,71,1457,172,1700
11093,An aerial image. It shows: Kerb barrier.,0,0,44,1574,30,1648
2131,An aerial image. It shows: Baseball pitch for leisure and sports activities.,0,0,143,1333,164,1640
2132,An aerial image. It shows: Baseball pitch for leisure land activities.,1474,156,0,0,0,1630
23230,An aerial image. It shows: Trunk link highway.,0,0,111,1340,175,1626
2133,An aerial image. It shows: Baseball pitch for leisure land.,0,0,153,1315,124,1592
9507,An aerial image. It shows: Group of garages.,1473,85,0,0,0,1558
5858,An aerial image. It shows: Culvert tunnel.,0,0,96,1299,146,1541
17840,An aerial image. It shows: Restaurant.,1422,118,0,0,0,1540
13686,An aerial image. It shows: Parking space is available.,0,0,358,1043,121,1522
19891,An aerial image. It shows: Shed.,1430,88,0,0,0,1518
23797,An aerial image. It shows: Uncontrolled zebra crossing on the road.,0,0,93,1290,131,1514
2388,An aerial image. It shows: Bench for seating.,0,0,103,1211,124,1438
12936,An aerial image. It shows: Office building.,0,0,85,1166,180,1431
1170,An aerial image. It shows: Asphalt motorway.,0,0,87,1168,173,1428
24468,An aerial image. It shows: Warehouse building.,1354,74,0,0,0,1428
16316,An aerial image. It shows: Rail spur service.,0,0,152,1154,121,1427
11048,An aerial image. It shows: Islet.,0,0,116,1083,176,1375
24499,An aerial image. It shows: Warehouse.,0,0,82,1190,96,1368
16538,An aerial image. It shows: Railway track.,0,0,178,1010,154,1342
19874,An aerial image. It shows: Shed building.,0,0,88,1115,128,1331
14153,An aerial image. It shows: Path.,0,0,94,1128,100,1322
11094,An aerial image. It shows: Kerb serving as barrier.,0,0,33,1231,45,1309
20167,"An aerial image. It shows: Single tag ""natural: tree.""",0,0,47,1169,89,1305
15295,An aerial image. It shows: Power tower.,0,0,119,1065,113,1297
16432,An aerial image. It shows: Railway crossing.,0,0,105,1093,98,1296
9425,An aerial image. It shows: Greenhouse.,0,0,103,1035,150,1288
11757,An aerial image. It shows: Marked road crossing.,0,0,112,1066,107,1285
16446,An aerial image. It shows: Railway level crossing.,0,0,118,1056,101,1275
12261,An aerial image. It shows: Motorway junction.,0,0,95,1018,119,1232
10109,An aerial image. It shows: Hospital building.,0,0,115,989,105,1209
16203,An aerial image. It shows: Pylon used for aerialway.,0,0,105,969,116,1190
18192,An aerial image. It shows: Road with traffic signals.,0,0,73,1001,113,1187
23678,An aerial image. It shows: Unclassified road.,1077,101,0,0,0,1178
20130,An aerial image. It shows: Silo.,0,0,110,934,128,1172
16469,An aerial image. It shows: Railway siding with rails.,0,0,127,939,101,1167
16399,An aerial image. It shows: Railway buffer stop.,0,0,85,941,117,1143
16202,An aerial image. It shows: Pylon for aerialway.,0,0,94,933,109,1136
9642,An aerial image. It shows: Hedge acting as barrier.,0,0,108,843,182,1133
11649,An aerial image. It shows: Marked crossing on the road.,0,0,81,970,80,1131
13622,An aerial image. It shows: Parking entrance.,0,0,94,908,122,1124
19015,An aerial image. It shows: Secondary road with asphalt surface.,0,0,99,884,123,1106
7174,An aerial image. It shows: Farm auxiliary building.,0,0,85,971,45,1101
22127,An aerial image. It shows: Tertiary road.,0,0,84,892,109,1085
18165,An aerial image. It shows: Road with steps.,0,0,72,938,68,1078
10150,An aerial image. It shows: Hotel building.,0,0,97,863,98,1058
8620,An aerial image. It shows: Gate.,0,0,72,860,118,1050
16461,An aerial image. It shows: Railway siding for service.,0,0,93,856,101,1050
13858,An aerial image. It shows: Path for both road and golf.,0,0,122,807,115,1044
11245,An aerial image. It shows: Level crossing along the railway.,0,0,107,831,86,1024
19535,An aerial image. It shows: Service road designated as golf cart path.,0,0,96,860,48,1004
14157,An aerial image. It shows: Pathway for golfing.,881,117,0,0,0,998
19831,An aerial image. It shows: Set of steps on the road.,0,0,49,845,100,994
13859,An aerial image. It shows: Path for both roads and golfers.,0,0,129,763,101,993
469,An aerial image. It shows: Alleyway designated as service road.,0,0,65,863,56,984
16188,An aerial image. It shows: Public transport stop position.,0,0,93,753,123,969
21070,An aerial image. It shows: Storage tank that is man-made.,869,98,0,0,0,967
19633,An aerial image. It shows: Service road used as golf cart path.,0,0,88,821,54,963
16501,An aerial image. It shows: Railway spur service.,0,0,102,783,77,962
8569,An aerial image. It shows: Garden enclosed by fence.,0,0,3,956,1,960
21079,An aerial image. It shows: Storage tank with man-made structure.,0,0,84,749,125,958
2320,An aerial image. It shows: Beautiful tree in nature.,0,0,43,851,63,957
14007,An aerial image. It shows: Path used for both walking and golf.,0,0,109,744,103,956
9648,An aerial image. It shows: Hedge barrier.,0,0,85,739,128,952
8782,An aerial image. It shows: Golf tee.,0,0,101,777,72,950
16626,An aerial image. It shows: Railway yard.,0,0,84,786,77,947
14950,An aerial image. It shows: Playground area for leisure land.,0,0,66,760,85,911
6205,An aerial image. It shows: Detached building with gabled roof.,0,0,36,759,106,901
19361,An aerial image. It shows: Secondary road.,0,0,92,708,85,885
2570,An aerial image. It shows: Bollard.,0,0,65,706,106,877
2568,An aerial image. It shows: Bollard barrier.,0,0,48,713,107,868
242,An aerial image. It shows: Abandoned railway.,0,0,83,698,85,866
16592,An aerial image. It shows: Railway yard used for servicing trains.,0,0,79,705,77,861
24584,An aerial image. It shows: Water slide attraction.,0,0,96,633,120,849
967,An aerial image. It shows: Asphalt cycleway.,0,0,31,730,86,847
14604,An aerial image. It shows: Picnic table located in leisure land area.,0,0,59,688,94,841
14949,An aerial image. It shows: Playground area for leisure activities on the land.,0,0,60,689,88,837
24607,An aerial image. It shows: Water tower that is man-made.,0,0,83,645,90,818
24611,"An aerial image. It shows: Water tower, man-made.",0,0,84,644,85,813
16585,An aerial image. It shows: Railway yard in service.,0,0,78,680,52,810
3611,An aerial image. It shows: Building with flat roof.,0,0,30,713,63,806
4691,An aerial image. It shows: College building.,0,0,70,665,67,802
12049,An aerial image. It shows: Minor power line.,0,0,59,620,118,797
13865,An aerial image. It shows: Path for golf carts.,0,0,71,659,65,795
18053,An aerial image. It shows: Retaining wall.,0,0,46,677,68,791
15187,An aerial image. It shows: Pond surrounded by natural water.,0,0,70,632,84,786
18171,An aerial image. It shows: Road with stop sign.,0,0,76,639,70,785
13851,An aerial image. It shows: Path designated for golf carts.,0,0,80,625,79,784
20093,An aerial image. It shows: Sidewalk.,0,0,51,692,40,783
19540,"An aerial image. It shows: Service road designated for golf carts, also known as cartpath.",0,0,80,647,53,780
1154,An aerial image. It shows: Asphalt motorway link.,725,50,0,0,0,775
8675,An aerial image. It shows: Golf cartpath that is also road path.,0,0,73,612,74,759
4594,An aerial image. It shows: Cliff in nature.,0,0,49,594,102,745
15291,An aerial image. It shows: Power substation.,0,0,81,597,65,743
4456,An aerial image. It shows: Charging station.,0,0,74,586,81,741
11313,An aerial image. It shows: Lift gate barrier.,0,0,50,627,61,738
12317,An aerial image. It shows: Motorway.,0,0,73,586,79,738
15196,An aerial image. It shows: Pond with natural water.,0,0,74,569,90,733
23210,An aerial image. It shows: Trunk highway.,0,0,60,609,61,730
3026,An aerial image. It shows: Brown bench.,0,0,38,571,119,728
12662,An aerial image. It shows: Natural cliff.,663,53,0,0,0,716
23520,An aerial image. It shows: Unclassified road with asphalt surface.,679,37,0,0,0,716
8725,An aerial image. It shows: Golf fairway in the image.,0,0,58,585,63,706
18550,An aerial image. It shows: Scenic golf fairway.,0,0,65,572,69,706
8578,An aerial image. It shows: Garden surrounded by fence.,0,0,0,705,0,705
20496,An aerial image. It shows: Solar power generator.,0,0,1,693,6,700
13512,An aerial image. It shows: Parking area with asphalt surface.,0,0,69,566,58,693
18770,An aerial image. It shows: Secondary link road.,625,56,0,0,0,681
9636,An aerial image. It shows: Healthcare facility identified as hospital.,0,0,51,556,66,673
24002,An aerial image. It shows: Unmarked road crossing.,0,0,69,564,40,673
3025,An aerial image. It shows: Brown bench in the vicinity.,638,31,0,0,0,669
16785,An aerial image. It shows: Red bench.,0,0,43,519,106,668
21022,An aerial image. It shows: Stop road.,0,0,46,544,78,668
13377,An aerial image. It shows: Parking aisle designated as service road.,596,55,0,0,0,651
21267,An aerial image. It shows: Supermarket.,0,0,60,526,61,647
14559,An aerial image. It shows: Pharmacy providing healthcare services.,0,0,54,532,43,629
24554,An aerial image. It shows: Water hazard on golf course. The hazard is natural water feature.,0,0,56,509,63,628
8185,An aerial image. It shows: Fuel station.,0,0,66,502,56,624
24548,An aerial image. It shows: Water hazard in golf course. The hazard is natural water feature.,0,0,56,514,52,622
21856,An aerial image. It shows: Tertiary road with asphalt surface.,0,0,64,483,72,619
23970,An aerial image. It shows: Unmarked crossing on the road.,0,0,61,489,48,598
20032,An aerial image. It shows: Sidewalk along the footway.,0,0,18,543,36,597
23788,An aerial image. It shows: Uncontrolled road crossing.,0,0,47,502,48,597
20459,An aerial image. It shows: Solar photovoltaic panel generator.,0,0,29,525,40,594
24551,"An aerial image. It shows: Water hazard on golf course, surrounded by natural water.",0,0,45,496,50,591
20493,An aerial image. It shows: Solar power generator with photovoltaic panels.,572,16,0,0,0,588
11123,An aerial image. It shows: Kindergarten.,0,0,22,508,56,586
12768,An aerial image. It shows: Neighborhood.,0,0,47,497,42,586
15943,An aerial image. It shows: Primary highway.,0,0,49,477,58,584
18290,An aerial image. It shows: Rough area on grassy golf course.,0,0,61,487,33,581
24546,"An aerial image. It shows: Water hazard in golf course, with natural water features.",0,0,49,478,51,578
24399,An aerial image. It shows: Vineyard growing grapes.,0,0,81,445,51,577
18149,An aerial image. It shows: Road serving as parking aisle.,0,0,53,462,57,572
20489,"An aerial image. It shows: Solar power generator utilizing photovoltaic technology, consisting of solar photovoltaic panels.",0,0,21,499,52,572
23699,An aerial image. It shows: Uncontrolled crossing on the road.,0,0,46,471,54,571
18308,An aerial image. It shows: Rough grassy area used for golf.,514,55,0,0,0,569
22325,An aerial image. It shows: This image shows trunk highway that functions as expressway.,0,0,54,459,54,567
23932,An aerial image. It shows: University building.,0,0,46,477,43,566
22407,An aerial image. It shows: Toll gantry on the road.,0,0,50,458,54,562
24405,An aerial image. It shows: Vineyard with grape crops.,0,0,94,414,54,562
20481,An aerial image. It shows: Solar power generator using photovoltaic panels.,0,0,21,491,49,561
14463,An aerial image. It shows: Peaceful pond surrounded by nature.,500,58,0,0,0,558
19467,An aerial image. It shows: Serene pond surrounded by nature.,0,0,56,445,52,553
20539,An aerial image. It shows: Solid stop line on the road.,0,0,45,458,44,547
24274,An aerial image. It shows: Veterinary facility.,0,0,47,443,54,544
20488,An aerial image. It shows: Solar power generator utilizing photovoltaic technology with solar photovoltaic panels.,0,0,18,465,53,536
21476,An aerial image. It shows: Tennis court on the leisure land pitch.,0,0,37,452,46,535
439,An aerial image. It shows: Airport gate.,0,0,22,442,68,532
741,An aerial image. It shows: Area of rough grass used for golf.,0,0,48,447,32,527
5711,An aerial image. It shows: Crossing for the railway.,0,0,35,452,38,525
16236,An aerial image. It shows: Quarry area.,0,0,45,433,44,522
24404,An aerial image. It shows: Vineyard where grapes are grown.,0,0,82,398,38,518
10111,An aerial image. It shows: Hospital providing healthcare services.,0,0,40,420,55,515
13756,An aerial image. It shows: Part of building.,0,0,49,380,82,511
5965,An aerial image. It shows: Cycleway.,0,0,20,440,50,510
20480,An aerial image. It shows: Solar power generator using photovoltaic method with solar photovoltaic panel types.,0,0,20,450,39,509
15219,An aerial image. It shows: Post box is visible.,0,0,34,434,40,508
22339,An aerial image. It shows: This residential area consists of single-family homes.,0,0,27,425,55,507
15978,An aerial image. It shows: Primary road with asphalt surface.,0,0,37,417,51,505
748,An aerial image. It shows: Area with grass used as rough in golf course.,0,0,58,421,25,504
4782,An aerial image. It shows: Commercial area.,0,0,36,414,54,504
19397,An aerial image. It shows: Semi-detached house.,0,0,21,395,88,504
21471,An aerial image. It shows: Tennis court in leisure pitch.,0,0,42,416,41,499
11540,An aerial image. It shows: Man-made bridge.,0,0,34,409,55,498
21474,An aerial image. It shows: Tennis court on pitch.,0,0,38,424,36,498
731,"An aerial image. It shows: Area designated for residential land use, consisting of apartments.",0,0,30,426,41,497
18369,An aerial image. It shows: Row of trees in natural setting.,0,0,81,389,26,496
11433,An aerial image. It shows: Living street.,0,0,37,377,79,493
6447,An aerial image. It shows: Disc golf hole.,0,0,48,386,57,491
12469,An aerial image. It shows: Multi-storey parking building.,0,0,12,420,55,487
9635,An aerial image. It shows: Healthcare clinic.,0,0,31,394,59,484
11642,An aerial image. It shows: Marked crossing on footway.,0,0,48,405,27,480
2598,An aerial image. It shows: Breakwater structure.,0,0,35,394,50,479
21473,An aerial image. It shows: Tennis court on pitch designated for leisure land.,0,0,43,378,58,479
12833,An aerial image. It shows: Nursing home building.,440,36,0,0,0,476
24410,An aerial image. It shows: Vineyard.,0,0,79,318,79,476
11836,An aerial image. It shows: Marshy wetland area.,0,0,39,395,41,475
16970,An aerial image. It shows: Residential area with apartments.,0,0,31,401,39,471
18126,An aerial image. It shows: Road crossing with traffic signals.,0,0,20,412,30,462
641,An aerial image. It shows: Apron at the airport.,0,0,41,359,56,456
15220,An aerial image. It shows: Post box.,0,0,34,372,43,449
1397,An aerial image. It shows: Asphalt road classified as trunk highway.,0,0,30,377,41,448
24776,An aerial image. It shows: Well-maintained track road with grade 1 tracktype.,0,0,33,360,53,446
5812,An aerial image. It shows: Crossing with traffic signals.,0,0,23,402,20,445
20361,An aerial image. It shows: Soccer pitch for leisureland activities.,0,0,42,369,29,440
20227,An aerial image. It shows: Single-track railway with electrified contact lines.,0,0,24,359,47,430
12298,An aerial image. It shows: Motorway link.,0,0,42,357,30,429
11106,An aerial image. It shows: Kindergarten building.,0,0,22,347,58,427
1696,An aerial image. It shows: Asphalt sidewalk along the footway.,389,37,0,0,0,426
20287,An aerial image. It shows: Slipway on leisure land.,0,0,42,346,38,426
13782,An aerial image. It shows: Passing place on the road.,0,0,35,350,40,425
21120,An aerial image. It shows: Street side parking area.,0,0,37,341,47,425
20356,An aerial image. It shows: Soccer pitch designated for leisure and sports activities.,0,0,40,339,45,424
1442,An aerial image. It shows: Asphalt road in residential area.,0,0,39,341,42,422
24770,An aerial image. It shows: Well-maintained track road of grade 1.,0,0,30,351,38,419
19450,An aerial image. It shows: Semidetached house.,0,0,16,317,82,415
11201,An aerial image. It shows: Lattice structure tower used for power transmission.,0,0,53,323,36,412
20196,An aerial image. It shows: Single-track electrified railway with contact line.,0,0,26,351,34,411
2331,An aerial image. It shows: Beautiful woodland area.,0,0,29,350,31,410
2801,An aerial image. It shows: Bridge over motorway.,0,0,38,322,47,407
21145,An aerial image. It shows: Street-side parking area.,0,0,27,339,40,406
9036,An aerial image. It shows: Grassy area designated as golf tee.,0,0,20,338,47,405
20538,An aerial image. It shows: Solid stop line on the road marking.,0,0,35,326,44,405
15229,An aerial image. It shows: Post office.,0,0,36,323,45,404
16903,An aerial image. It shows: Residential area composed of single-family homes.,0,0,23,356,25,404
24426,An aerial image. It shows: Wall barrier.,0,0,16,362,23,401
1380,An aerial image. It shows: Asphalt road classified as primary highway.,381,19,0,0,0,400
7600,An aerial image. It shows: Flat-roofed building.,0,0,28,336,34,398
20160,An aerial image. It shows: Single railway track with electrification through contact line.,0,0,15,342,41,398
14553,An aerial image. It shows: Petroleum well.,0,0,73,300,22,395
21252,An aerial image. It shows: Supermarket building.,0,0,30,326,38,394
18456,An aerial image. It shows: Sand bunker on golf course.,0,0,17,326,50,393
6425,An aerial image. It shows: Disc golf basket.,0,0,28,313,51,392
20360,An aerial image. It shows: Soccer pitch for leisure land activities.,0,0,33,312,44,389
20161,An aerial image. It shows: Single railway track with electrified contact line.,366,21,0,0,0,387
12847,An aerial image. It shows: Nursing home.,0,0,34,319,33,386
7373,An aerial image. It shows: Fence.,0,0,31,305,45,381
8773,An aerial image. It shows: Golf rough area.,0,0,47,304,28,379
16949,An aerial image. It shows: Residential area known as trailer park.,347,29,0,0,0,376
16925,An aerial image. It shows: Residential area designated as trailer park.,0,0,29,302,44,375
1897,An aerial image. It shows: Asphalt trunk highway.,0,0,20,330,24,374
12693,An aerial image. It shows: Natural scree.,0,0,48,276,48,372
20362,An aerial image. It shows: Soccer pitch for outdoor sports and leisure activities.,0,0,32,301,37,370
18287,An aerial image. It shows: Rough area in golf course.,0,0,36,299,34,369
6617,An aerial image. It shows: Dormitory building.,0,0,31,293,44,368
17727,An aerial image. It shows: Residential road with separate sidewalk.,0,0,33,325,10,368
14631,An aerial image. It shows: Picturesque scene of golf course with lateral water hazard.,0,0,51,290,26,367
16911,An aerial image. It shows: Residential area consisting of single-family homes.,0,0,24,313,27,364
23194,An aerial image. It shows: Trunk highway with expressway features.,0,0,25,297,42,364
5387,An aerial image. It shows: Concrete power pole.,347,16,0,0,0,363
17745,An aerial image. It shows: Residential road with sidewalk on the left.,350,12,0,0,0,362
24363,An aerial image. It shows: View of motorway.,0,0,30,301,30,361
12252,An aerial image. It shows: Motorway bridge.,0,0,33,286,41,360
8861,An aerial image. It shows: Grass area designated as golf tee.,0,0,20,307,32,359
23818,An aerial image. It shows: Uncontrolled zebra crossing with pedestrian island.,0,0,25,286,48,359
11772,An aerial image. It shows: Marked zebra crossing on the road.,311,44,0,0,0,355
4133,An aerial image. It shows: Bus stop with stop position for public transport.,0,0,22,302,30,354
17418,An aerial image. It shows: Residential road with asphalt surface.,0,0,35,285,32,352
23836,An aerial image. It shows: Uncontrolled zebra crossing with zebra markings.,0,0,13,325,13,351
11200,An aerial image. It shows: Lattice structure tower used for power distribution.,0,0,49,277,23,349
17008,An aerial image. It shows: Residential area within neighborhood.,0,0,34,291,24,349
20328,An aerial image. It shows: Smooth asphalt road in residential area.,316,33,0,0,0,349
1417,An aerial image. It shows: Asphalt road designated as trunk highway.,0,0,19,304,25,348
5878,An aerial image. It shows: Cycle barrier.,0,0,27,273,48,348
4108,An aerial image. It shows: Bus stop with designated stop position for public transport.,0,0,28,287,32,347
12076,An aerial image. It shows: Mixed leaf woodland.,0,0,38,280,29,347
1721,An aerial image. It shows: Asphalt sidewalk.,0,0,21,284,39,344
4096,An aerial image. It shows: Bus stop equipped with public transport stop position.,0,0,21,291,32,344
20182,An aerial image. It shows: Single-family residential area.,0,0,21,283,40,344
24381,An aerial image. It shows: View of university building.,0,0,15,303,25,343
8664,An aerial image. It shows: Golf bunker filled with natural sand.,0,0,21,300,21,342
24553,An aerial image. It shows: Water hazard on golf course.,0,0,40,271,31,342
13788,An aerial image. It shows: Patch of scrub vegetation.,0,0,55,263,23,341
8780,An aerial image. It shows: Golf tee on grassy land.,0,0,20,303,17,340
17744,An aerial image. It shows: Residential road with sidewalk on the left side.,0,0,14,287,39,340
6862,An aerial image. It shows: Dry stone wall barrier.,0,0,5,325,9,339
23816,An aerial image. It shows: Uncontrolled zebra crossing with notable zebra markings.,0,0,9,312,17,338
3742,An aerial image. It shows: Building with gabled roof.,0,0,54,235,48,337
10311,An aerial image. It shows: Image showing building with apartments.,0,0,17,291,25,333
11191,"An aerial image. It shows: Lateral water hazard on golf course, with natural water.",0,0,51,255,27,333
8665,An aerial image. It shows: Golf bunker filled with sandy terrain.,0,0,21,275,35,331
13374,An aerial image. It shows: Park.,0,0,41,256,31,328
4095,An aerial image. It shows: Bus stop along the road.,0,0,14,285,27,326
7050,An aerial image. It shows: Evergreen needle-leaved tree.,0,0,36,289,1,326
18481,An aerial image. It shows: Sandy area is golf bunker.,0,0,20,272,34,326
11530,An aerial image. It shows: Mall building.,286,39,0,0,0,325
2807,An aerial image. It shows: Bridge over railway line.,0,0,42,252,25,319
15240,An aerial image. It shows: Power line in the image.,0,0,18,266,35,319
16527,An aerial image. It shows: Railway track with contact lines for electrification.,284,34,0,0,0,318
4107,An aerial image. It shows: Bus stop with designated public transport stop position.,0,0,12,276,26,314
24357,An aerial image. It shows: View of apartment building.,0,0,24,268,21,313
13884,An aerial image. It shows: Path leading to bridge.,0,0,19,269,23,311
16112,An aerial image. It shows: Public building.,0,0,21,242,47,310
4257,An aerial image. It shows: Canal.,0,0,19,247,39,305
9377,An aerial image. It shows: Graveyard.,0,0,30,248,27,305
24077,An aerial image. It shows: Unpaved path.,0,0,25,245,34,304
14675,An aerial image. It shows: Pier with mooring facilities.,0,0,29,260,14,303
2512,An aerial image. It shows: Block barrier.,0,0,45,200,57,302
21061,An aerial image. It shows: Storage tank building.,0,0,22,262,18,302
16567,An aerial image. It shows: Railway with electrified contact lines.,0,0,27,256,18,301
18556,An aerial image. It shows: Scenic view of water hazard on golf course. The natural water feature adds beauty to the landscape.,0,0,44,229,28,301
22917,An aerial image. It shows: Traffic calming island.,0,0,22,258,21,301
16525,An aerial image. It shows: Railway track with contact line for electrification.,0,0,33,246,21,300
23336,An aerial image. It shows: Turning circle on the road.,0,0,27,237,36,300
13936,An aerial image. It shows: Path on bridge.,0,0,31,240,27,298
11174,An aerial image. It shows: Landscape of bare rock.,0,0,31,232,33,296
4286,An aerial image. It shows: Car repair shop.,0,0,38,232,25,295
8711,An aerial image. It shows: Golf course.,0,0,19,245,28,292
13611,An aerial image. It shows: Parking available on the street side.,0,0,23,235,34,292
8419,An aerial image. It shows: Gabled roof on farm auxiliary building.,0,0,6,252,33,291
17804,An aerial image. It shows: Rest area on the road.,0,0,28,224,39,291
15241,An aerial image. It shows: Power line is depicted.,0,0,24,241,25,290
17899,An aerial image. It shows: Retail building housing supermarket.,0,0,17,246,27,290
20413,An aerial image. It shows: Softball pitch for leisure sports.,247,42,0,0,0,289
1909,An aerial image. It shows: Asphalt trunk link road.,0,0,21,246,21,288
