system,query,rank,gate_global_weight,sample_id,source_title,image_path,center_lon,center_lat,coarse_rank,relevance,sol_confidence,sol_visible_evidence,relevant,terra_confidence,terra_visible_evidence
gated_highres,school,1,0.5156893730163574,a161269233_US_21,An aerial image. It shows: School building.,/data/tessera_dataset/image-emb-text/images4/a161269233_US_21.jpg,-112.021322235635,40.51635187385071,30,4,0.99,"School-like building directly attached to a large enclosed playground containing basketball courts, game markings, play structures, and shade shelters.",True,0.99,"Large institutional building with multiple fenced basketball courts, playground areas, parking, and a broad athletic field."
gated_highres,school,2,0.5156893730163574,a164775576_US_19,An aerial image. It shows: School building.,/data/tessera_dataset/image-emb-text/images2/a164775576_US_19.jpg,-90.21391966291812,38.45061733734083,1,4,0.98,"Large institutional building directly adjoins multiple playground areas, paved play space, parking, and an expansive athletic field.",True,0.98,"Multi-wing institutional building beside playground equipment, paved play areas, parking, and a large grass field."
gated_highres,school,3,0.5156893730163574,a32331037_US_21,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images6/a32331037_US_21.jpg,-111.7162708,40.3205062,78,4,0.99,"Unambiguous school-like campus with a large classroom complex, extensive athletic field, marked hard courts, playground equipment, drop-off lanes, and parking.",True,0.99,"Large school-like building complex with marked outdoor courts, play equipment, parking, and an adjacent athletic field."
gated_highres,school,4,0.5156893730163574,a158372704_US_20,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images7/a158372704_US_20.jpg,-83.22612795,42.2473188,61,4,0.99,"Large institutional campus with multiple buildings, tennis courts, baseball diamond, running track, athletic field, bus parking, and extensive paved circulation.",True,0.99,"Very large campus with a building complex, extensive parking including buses, tennis courts, baseball diamond, football track, and sports fields."
gated_highres,school,5,0.5156893730163574,a776262679_US_20,An aerial image. It shows: School building.,/data/tessera_dataset/image-emb-text/images7/a776262679_US_20.jpg,-83.20386060851885,42.24327378460981,10,4,0.99,"Large campus has multiple connected buildings, substantial parking, a grandstand or bleachers, and a full oval running track with an interior athletic field.",True,0.98,"Institutional building complex directly adjacent to a large oval running track and field, with neighborhood access and parking."
gated_highres,school,6,0.5156893730163574,a1075914813_US_21,An aerial image. It shows: School building.,/data/tessera_dataset/image-emb-text/images7/a1075914813_US_21.jpg,-89.37719574402826,36.03762626601197,79,4,0.99,"Clear educational campus with multiple large buildings, organized drop-off and parking areas, playground markings, open grounds, and adjacent baseball diamonds.",True,0.98,"Large multi-building institutional campus with marked drive lanes, parking, playground or ballfield areas, and surrounding lawns."
gated_highres,school,7,0.5156893730163574,a103609745_US_21,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images5/a103609745_US_21.jpg,-76.50136101792938,39.34358223703698,13,4,0.99,"Large institutional building directly connected to extensive recreation grounds containing two baseball diamonds, a basketball court, paved play area, and small auxiliary structures.",True,0.98,"Campus building beside a baseball diamond, basketball court, open recreation fields, walkways, and parking."
gated_highres,school,8,0.5156893730163574,a304866323_US_21,An aerial image. It shows: School building.,/data/tessera_dataset/image-emb-text/images4/a304866323_US_21.jpg,-74.388488073808,41.71873634321368,47,4,0.99,"Large connected institutional campus with extensive parking, tennis courts, a baseball diamond, and broad athletic grounds, unambiguously consistent with a school.",True,0.98,"Large institutional building complex with tennis courts, a baseball diamond, expansive field space, and large parking lots."
gated_highres,school,9,0.5156893730163574,a902009175_US_19,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images6/a902009175_US_19.jpg,-89.5870623849296,40.74486779151854,22,4,0.98,"Large campus with multiple buildings, broad paved gathering areas, athletic field, running track, and baseball diamond.",True,0.97,"Large campus containing multiple institutional buildings, substantial parking, athletic fields, a baseball diamond, and a running track."
gated_highres,school,10,0.5156893730163574,a29364824_US_20,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images5/a29364824_US_20.jpg,-123.20525835594135,39.232840196344384,36,4,0.98,"Clearly visible school-like campus containing multiple buildings, painted play courts, playground areas, parking, and a large athletic field.",True,0.97,"Multi-building institutional complex with a large parking lot, marked outdoor courts, and an adjacent open athletic field."
gated_highres,school,11,0.5156893730163574,a203943850_US_21,An aerial image. It shows: School building.,/data/tessera_dataset/image-emb-text/images6/a203943850_US_21.jpg,-112.01244025849972,40.501073476979926,51,4,0.98,"Large institutional building with extensive marked playground courts, circular play markings, adjacent field, and organized parking.",True,0.98,"Large institutional building with marked basketball courts, extensive student drop-off/parking lanes, and a campus-style layout."
gated_highres,school,12,0.5156893730163574,a214878460_US_20,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images4/a214878460_US_20.jpg,-117.9271357122468,33.93817443517351,6,4,0.97,"Multi-wing campus visibly includes a circular drop-off, large open field, basketball courts, parking, and organized paved play areas.",True,0.97,Multiple connected school-sized buildings beside a large playing field and several marked outdoor courts.
gated_highres,school,13,0.5156893730163574,a383740666_US_20,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images5/a383740666_US_20.jpg,-118.0854757489144,33.928944116122935,19,4,0.98,"Large multi-wing campus with parking, internal courtyards, broad grounds, and a marked paved play court, providing strong visible school evidence.",True,0.93,Campus of several connected institutional buildings with a large open recreational field and paved court area.
gated_highres,school,14,0.5156893730163574,a456460127_US_20,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images6/a456460127_US_20.jpg,-95.4041899762828,29.92950904368855,56,4,0.97,"Large campus-style building surrounded by playing fields, paved courts, broad lawns, and a substantial parking area.",True,0.79,"Large institutional complex with a bus-lined parking area, broad lawns, and what appears to be an outdoor court surface."
gated_highres,school,15,0.5156893730163574,a412704774_US_21,An aerial image. It shows: School building with school amenities.,/data/tessera_dataset/image-emb-text/images7/a412704774_US_21.jpg,-90.7125425440725,33.73892224155472,68,4,0.97,"Multi-wing campus building directly beside a running track and athletic field, with paved recreation or assembly areas.",True,0.96,Large school-like building directly beside marked tennis courts and an oval running track/athletic field.
gated_highres,school,16,0.5156893730163574,n3880377883_US_22,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images3/n3880377883_US_22.jpg,-80.5831696,28.1345618,7,4,0.94,Institutional building surrounds a courtyard and is accompanied by a clearly visible playground and marked outdoor play surfaces.,True,0.94,Low-rise institutional building with a visible playground and adjacent marked outdoor recreation surface.
gated_highres,school,17,0.5156893730163574,a586001503_US_21,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images7/a586001503_US_21.jpg,-81.07170802812496,29.22464739179985,25,4,0.94,"Large campus complex with marked hard courts, a fenced court, playground equipment, lawns, and parking.",True,0.95,"Large campus building complex with visible tennis courts, a playground, and extensive paved school grounds."
gated_highres,school,18,0.5156893730163574,a694202894_US_21,An aerial image. It shows: School building.,/data/tessera_dataset/image-emb-text/images4/a694202894_US_21.jpg,-87.88510609955817,41.112598559730415,41,4,0.97,"Large institutional building directly beside a running track and multiple marked athletic fields, strongly and unambiguously indicating a school campus.",True,0.98,School-sized building beside a large athletic field containing a running track and marked soccer/football field.
gated_highres,school,19,0.5156893730163574,a43442420_US_21,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images2/a43442420_US_21.jpg,-72.45991139159987,41.8794188629626,69,4,0.96,"Substantial campus building with multiple parking lots, organized access roads, a baseball diamond, and large marked athletic fields.",True,0.96,"Institutional campus with multiple large buildings, substantial parking, and open sports-field space with marked courts."
gated_highres,school,20,0.5156893730163574,a602207251_US_21,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images4/a602207251_US_21.jpg,-94.86436942833262,39.70935886483372,49,4,0.98,"Large institutional building beside expansive paved recreation space, open fields, and distinct playground equipment within a residential neighborhood, clearly a school campus.",True,0.94,"Large institutional building with a marked running track/field area, broad schoolyard lawn, and a large paved lot."
gated_highres,school,21,0.5156893730163574,a777897149_US_21,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images4/a777897149_US_21.jpg,-116.56369383452574,43.57068983652504,89,4,0.96,Clear school-like building complex directly adjoining multiple marked outdoor basketball courts and a small playground.,True,0.99,Large institutional building directly beside multiple marked outdoor basketball courts and a parking area.
