system,query,rank,gate_global_weight,sample_id,source_title,image_path,center_lon,center_lat,relevant,confidence,visible_evidence
latent_v2_highres_fine,river,1,,w27517711_FI_21,An aerial image. It shows: Beautiful river scene.,/data/tessera_dataset/image-emb-text/images6/w27517711_FI_21.jpg,22.944004771385558,60.94516244984435,True,0.99,"A wide winding river is clearly visible across the image, bordered by vegetated banks."
latent_v2_highres_fine,river,2,,a128476058_CH_19,An aerial image. It shows: Pond surrounded by natural water.,/data/tessera_dataset/image-emb-text/images3/a128476058_CH_19.jpg,8.794590656595751,47.351534029291216,True,0.97,"A dark, elongated watercourse is clearly visible winding through the vegetated landscape, consistent with a river."
latent_v2_highres_fine,river,3,,w315932392_US_21,An aerial image. It shows: Path on bridge.,/data/tessera_dataset/image-emb-text/images5/w315932392_US_21.jpg,-69.85200780484736,44.951603304842266,True,0.98,"A dark, winding watercourse is clearly visible running through dense vegetation."
latent_v2_highres_fine,river,4,,w250869652_US_21,An aerial image. It shows: Beautiful river scene.,/data/tessera_dataset/image-emb-text/images5/w250869652_US_21.jpg,-93.45685892162119,33.9613155580828,True,0.98,"A winding dark water channel is clearly visible through the forest, consistent with a river."
latent_v2_highres_fine,river,5,,w839175951_US_19,An aerial image. It shows: Canal.,/data/tessera_dataset/image-emb-text/images2/w839175951_US_19.jpg,-108.58403519974344,43.31747643657585,True,0.98,"A clearly visible waterway runs horizontally across the image, consistent with a river or canal."
latent_v2_highres_fine,river,6,,a23897709_FI_21,An aerial image. It shows: Pond with natural water.,/data/tessera_dataset/image-emb-text/images7/a23897709_FI_21.jpg,25.756804609367073,61.21878396214824,True,0.99,"A broad, continuous dark-blue watercourse is clearly visible between vegetated banks, consistent with a river."
latent_v2_highres_fine,river,7,,w1133599265_US_21,An aerial image. It shows: Canal.,/data/tessera_dataset/image-emb-text/images5/w1133599265_US_21.jpg,-116.53034467706257,43.53052175019188,True,0.96,"A broad winding watercourse is clearly visible, bordered by curved banks and surrounding land."
latent_v2_highres_fine,river,8,,a296511817_US_20,An aerial image. It shows: Detention basin with water.,/data/tessera_dataset/image-emb-text/images3/a296511817_US_20.jpg,-95.13171459838404,29.651855346257193,True,0.98,"A broad winding waterway is clearly visible, surrounded by vegetated banks and small vegetated islands."
latent_v2_highres_fine,river,9,,w599462431_CH_20,An aerial image. It shows: Drain waterway.,/data/tessera_dataset/image-emb-text/images3/w599462431_CH_20.jpg,6.9411546164861315,46.3148304328574,True,0.97,"A visible narrow watercourse runs diagonally through the image, bordered by grassy banks."
latent_v2_highres_fine,river,10,,w591279569_US_20,An aerial image. It shows: Beautiful view of river.,/data/tessera_dataset/image-emb-text/images6/w591279569_US_20.jpg,-91.72765386929431,45.01232319196328,True,0.99,A wide dark waterway is clearly visible winding through the surrounding vegetation.
latent_v2_highres_fine,school,1,,a164775576_US_19,An aerial image. It shows: School building.,/data/tessera_dataset/image-emb-text/images2/a164775576_US_19.jpg,-90.21391966291813,38.45061733734083,True,0.98,"Aerial view visibly shows a school campus with a large institutional building, adjacent parking lots, playground equipment, athletic fields, and surrounding grounds."
latent_v2_highres_fine,school,2,,n3880377883_US_22,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images3/n3880377883_US_22.jpg,-80.5831696,28.1345618,True,0.98,"Aerial view visibly shows a large institutional building complex with an adjacent playground and fenced sports courts, consistent with a school campus."
latent_v2_highres_fine,school,3,,a970801664_US_21,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images3/a970801664_US_21.jpg,-77.62357557484881,43.17672845380764,True,0.99,"Aerial view visibly shows a school-like campus with large buildings, a baseball field, athletic grounds, and an adjacent parking lot."
latent_v2_highres_fine,school,4,,a383740666_US_20,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images5/a383740666_US_20.jpg,-118.0854757489144,33.928944116122935,True,0.99,"Aerial view clearly shows a school campus with large connected institutional buildings, parking areas, landscaped grounds, and an adjacent sports field."
latent_v2_highres_fine,school,5,,a214878460_US_20,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images4/a214878460_US_20.jpg,-117.92713571224681,33.93817443517351,True,0.99,"Aerial view clearly shows a school campus with multiple large buildings, organized parking lots, paved play areas, and an adjacent athletic field."
latent_v2_highres_fine,school,6,,a700715431_US_19,An aerial image. It shows: School building.,/data/tessera_dataset/image-emb-text/images4/a700715431_US_19.jpg,-95.78044831262204,44.44537000405799,True,0.78,A large institutional-looking building is adjacent to open grassy grounds and paved areas consistent with a school campus.
latent_v2_highres_fine,school,7,,a231874419_US_20,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images6/a231874419_US_20.jpg,-83.16155387636408,42.47029126974729,True,0.86,"Aerial view shows a sizable campus-like complex with multiple large buildings, paved parking areas, landscaped grounds, and adjacent open recreational space, visibly consistent with a school."
