system,query,rank,gate_global_weight,sample_id,source_title,image_path,center_lon,center_lat,relevant,confidence,visible_evidence
gated_highres,river,1,0.3719134628772735,w250869652_US_21,An aerial image. It shows: Beautiful river scene.,/data/tessera_dataset/image-emb-text/images5/w250869652_US_21.jpg,-93.4568589216212,33.9613155580828,True,0.96,"A dark, winding watercourse is clearly visible through the forest."
gated_highres,river,2,0.3719134628772735,a101086696_US_20,An aerial image. It shows: River flowing through the landscape.,/data/tessera_dataset/image-emb-text/images7/a101086696_US_20.jpg,-99.323660531089,48.60358873537984,True,0.99,"A narrow, highly meandering river or stream is clearly visible across the grassy landscape."
gated_highres,river,3,0.3719134628772735,w27517711_FI_21,An aerial image. It shows: Beautiful river scene.,/data/tessera_dataset/image-emb-text/images6/w27517711_FI_21.jpg,22.94400477138556,60.94516244984435,True,0.98,A broad brown river is visibly crossing the image between vegetation and buildings.
gated_highres,river,4,0.3719134628772735,a128476058_CH_19,An aerial image. It shows: Pond surrounded by natural water.,/data/tessera_dataset/image-emb-text/images3/a128476058_CH_19.jpg,8.794590656595751,47.351534029291216,True,0.84,A dark elongated watercourse is visible through the surrounding vegetation.
gated_highres,river,5,0.3719134628772735,a164656394_US_20,An aerial image. It shows: River flowing through natural water landscape.,/data/tessera_dataset/image-emb-text/images6/a164656394_US_20.jpg,-93.90934436796704,29.97107282413054,True,0.99,A narrow winding river or stream is clearly visible across the open terrain.
gated_highres,river,6,0.3719134628772735,w32926481_US_18,An aerial image. It shows: Beautiful river scene.,/data/tessera_dataset/image-emb-text/images6/w32926481_US_18.jpg,-69.93605093128672,43.95646661194178,True,0.98,A narrow dark stream is clearly visible running through dense forest.
gated_highres,river,7,0.3719134628772735,a59940460_US_17,An aerial image. It shows: River flowing through natural landscape.,/data/tessera_dataset/image-emb-text/images6/a59940460_US_17.jpg,-92.35228993601366,45.45232376165724,True,0.99,A substantial winding river is clearly visible through wooded and agricultural areas.
gated_highres,river,8,0.3719134628772735,a71852314_US_19,An aerial image. It shows: River flowing through natural landscape.,/data/tessera_dataset/image-emb-text/images4/a71852314_US_19.jpg,-89.51173336752058,48.0579183650556,True,0.99,A broad muddy river channel is clearly visible winding through forest.
gated_highres,river,9,0.3719134628772735,a305798290_US_17,An aerial image. It shows: Canal with water flowing through it.,/data/tessera_dataset/image-emb-text/images6/a305798290_US_17.jpg,-122.36381354056137,48.326929106270256,True,0.97,A broad blue-green river is clearly visible alongside a narrower parallel channel.
gated_highres,river,10,0.3719134628772735,w714131384_US_21,An aerial image. It shows: Canal.,/data/tessera_dataset/image-emb-text/images7/w714131384_US_21.jpg,-119.30553695792725,46.26262505633676,True,0.9,A narrow elongated water channel is visibly present beside a road and developed land.
gated_highres,river,11,0.3719134628772735,w839175951_US_19,An aerial image. It shows: Canal.,/data/tessera_dataset/image-emb-text/images2/w839175951_US_19.jpg,-108.58403519974344,43.31747643657585,True,0.91,A narrow linear water channel is clearly visible running across the image.
gated_highres,river,12,0.3719134628772735,a23897709_FI_21,An aerial image. It shows: Pond with natural water.,/data/tessera_dataset/image-emb-text/images7/a23897709_FI_21.jpg,25.756804609367077,61.21878396214824,False,0.88,"A broad dark water body with an irregular shoreline is visible, but it appears to be a lake or pond rather than a river."
gated_highres,river,13,0.3719134628772735,w1159748225_US_21,An aerial image. It shows: Culvert tunnel.,/data/tessera_dataset/image-emb-text/images6/w1159748225_US_21.jpg,-93.3522882936773,42.06858776206122,False,0.99,"The image shows a straight road through vegetation and fields, with no visible river."
gated_highres,river,14,0.3719134628772735,w1020013265_US_21,An aerial image. It shows: Weir along the waterway.,/data/tessera_dataset/image-emb-text/images5/w1020013265_US_21.jpg,-72.79244025325691,43.2928503119328,True,0.84,A dark watercourse visibly crosses the upper part of the image near buildings and vegetation.
gated_highres,river,15,0.3719134628772735,a222359060_US_21,An aerial image. It shows: Lake with natural water.,/data/tessera_dataset/image-emb-text/images7/a222359060_US_21.jpg,-82.58521275,28.10223095,False,0.95,"A small enclosed dark water body is visible, appearing to be a pond rather than a river."
gated_highres,river,16,0.3719134628772735,a925313663_US_18,An aerial image. It shows: River flowing through natural landscape.,/data/tessera_dataset/image-emb-text/images5/a925313663_US_18.jpg,-119.02312445,36.4085784,True,0.98,A narrow winding watercourse is clearly visible extending through the center of the landscape.
gated_highres,river,17,0.3719134628772735,a997267429_US_21,An aerial image. It shows: Reservoir of water.,/data/tessera_dataset/image-emb-text/images6/a997267429_US_21.jpg,-98.7326996131786,35.04010743929814,False,0.97,"A large enclosed muddy water body is visible, with the appearance of a pond or flooded field rather than a river."
gated_highres,river,18,0.3719134628772735,n9874192085_CH_19,An aerial image. It shows: Weir along the waterway.,/data/tessera_dataset/image-emb-text/images7/n9874192085_CH_19.jpg,9.528596389122487,46.332943818078405,True,0.72,A narrow flowing water channel is visible beneath or beside a crossing structure.
gated_highres,river,19,0.3719134628772735,w315932392_US_21,An aerial image. It shows: Path on bridge.,/data/tessera_dataset/image-emb-text/images5/w315932392_US_21.jpg,-69.85200780484736,44.951603304842266,True,0.97,A clearly winding narrow stream or river runs through the wooded area.
gated_highres,river,20,0.3719134628772735,a253047508_FI_19,An aerial image. It shows: Pond with natural water.,/data/tessera_dataset/image-emb-text/images2/a253047508_FI_19.jpg,26.92757260647177,62.59010814692536,False,0.93,"A broad enclosed water body surrounded by trees is visible, appearing to be a lake or pond rather than a river."
gated_highres,river,21,0.3719134628772735,a488974063_US_20,An aerial image. It shows: Pond with natural water.,/data/tessera_dataset/image-emb-text/images7/a488974063_US_20.jpg,-85.8186631800701,43.637593976888,False,0.98,"Dark, enclosed water body surrounded by vegetation; no visible flowing channel or river course."
gated_highres,river,22,0.3719134628772735,w1073636415_US_19,An aerial image. It shows: Trail path.,/data/tessera_dataset/image-emb-text/images7/w1073636415_US_19.jpg,-110.40372326019474,43.63823355534872,True,0.95,"A narrow, winding watercourse is clearly visible through the landscape."
gated_highres,river,23,0.3719134628772735,w50714411_US_21,An aerial image. It shows: Beautiful river scene.,/data/tessera_dataset/image-emb-text/images7/w50714411_US_21.jpg,-93.5066627,41.5628408,True,0.72,A broad water channel with an irregular vegetated edge is visible beside a sandy bank.
gated_highres,river,24,0.3719134628772735,w800890863_US_20,An aerial image. It shows: Beautiful river scene.,/data/tessera_dataset/image-emb-text/images6/w800890863_US_20.jpg,-121.12242835701034,37.72417412819398,True,0.98,"A visibly flowing, winding river channel runs through dense vegetation."
gated_highres,river,25,0.3719134628772735,w257075052_US_22,An aerial image. It shows: Canal.,/data/tessera_dataset/image-emb-text/images6/w257075052_US_22.jpg,-80.2188129,26.762894,False,0.99,Residential and agricultural land with roads and driveways; no visible river or water channel.
gated_highres,river,26,0.3719134628772735,a685334225_US_21,An aerial image. It shows: Pond surrounded by natural water.,/data/tessera_dataset/image-emb-text/images7/a685334225_US_21.jpg,-81.82427025612253,35.03243666099302,False,0.97,"Small enclosed pond surrounded by trees and grassy land, without a connected river channel."
gated_highres,river,27,0.3719134628772735,a553364310_US_21,An aerial image. It shows: Natural pond serving as water hazard on golf course.,/data/tessera_dataset/image-emb-text/images6/a553364310_US_21.jpg,-111.56152705,33.244130049999995,False,0.98,A small artificial-looking pond or reservoir is visible; no river course is present.
gated_highres,river,28,0.3719134628772735,w555060693_US_20,An aerial image. It shows: Culvert tunnel crossing over canal.,/data/tessera_dataset/image-emb-text/images7/w555060693_US_20.jpg,-106.7216503,34.8079141,False,0.99,"Roads and drainage-like linear features are visible, but no clearly visible river."
