system,query,rank,gate_global_weight,sample_id,source_title,image_path,center_lon,center_lat,coarse_rank,relevance,sol_confidence,sol_visible_evidence,relevant,terra_confidence,terra_visible_evidence
gated_highres,ferris wheel,1,0.5535183548927307,w729764512_US_20,An aerial image. It shows: Roller coaster attraction with siding.,/data/tessera_dataset/image-emb-text/images3/w729764512_US_20.jpg,-121.97099577587072,37.39779727272165,19,3,0.87,"A distinct circular amusement wheel with a central hub, radial supports, and segmented outer rim is visible near the upper center.",True,0.99,"A large circular wheel with a central hub, radial spokes, and passenger gondolas is clearly visible near the upper center."
gated_highres,ferris wheel,2,0.5535183548927307,n287560868_FI_20,An aerial image. It shows: Big wheel attraction.,/data/tessera_dataset/image-emb-text/images3/n287560868_FI_20.jpg,24.939215664617485,60.188006587881496,16,4,0.91,"A large circular amusement structure is clearly visible with a central hub, numerous radial spokes, and a defined outer passenger-wheel rim.",False,0.98,"Visible amusement-park structures include a coaster track and a circular ride/platform, but no distinct large passenger wheel with radial spokes is visible."
gated_highres,ferris wheel,3,0.5535183548927307,n287564778_FI_20,An aerial image. It shows: Attraction that is roller coaster. It is popular tourism spot.,/data/tessera_dataset/image-emb-text/images3/n287564778_FI_20.jpg,24.939741314051137,60.18826316921627,3,1,0.91,"Amusement-park setting with a circular ride-like structure, but the visible object resembles a compact carousel or tower ride rather than a large Ferris wheel.",False,0.98,The image shows coaster track and a round ride or plaza-like structure; there is no visibly distinct Ferris wheel.
gated_highres,ferris wheel,4,0.5535183548927307,a1154711645_CH_19,An aerial image. It shows: View of roof of building.,/data/tessera_dataset/image-emb-text/images3/a1154711645_CH_19.jpg,8.96458656178571,47.21838157149188,2,0,0.99,Circular rooftop structure beside rectangular roof panels; it does not visibly form a Ferris wheel with passenger rim and radial spokes.,False,0.99,"A circular rooftop tank or utility structure is visible, without spokes, gondolas, or a passenger wheel."
gated_highres,ferris wheel,5,0.5535183548927307,n5921689524_US_20,"An aerial image. It shows: Water tower, man-made.",/data/tessera_dataset/image-emb-text/images4/n5921689524_US_20.jpg,-79.50995611725239,36.09805114227514,34,0,0.99,"Buildings, trees, parking, and a narrow tower topped by a solid circular feature; it is not a large spoked passenger wheel.",False,0.99,A tall tower or lighthouse-like structure and parking area are visible; no circular passenger wheel is present.
gated_highres,ferris wheel,6,0.5535183548927307,n4989082252_US_20,An aerial image. It shows: Historic train attraction.,/data/tessera_dataset/image-emb-text/images3/n4989082252_US_20.jpg,-103.26391726431112,44.07226504603408,5,0,0.99,Landscaped recreational area with winding paths and small features; no Ferris wheel is visible.,False,0.99,"The visible area is landscaped paths and small recreational features, with no large spoked passenger wheel."
gated_highres,ferris wheel,7,0.5535183548927307,n7538624882_CH_19,An aerial image. It shows: Pylon used for aerialway.,/data/tessera_dataset/image-emb-text/images4/n7538624882_CH_19.jpg,9.65319650382422,46.79251876579754,28,0,0.99,Electrical transmission structure with lattice supports and shadow; no Ferris wheel visible.,False,0.99,A metal utility or tower structure and its shadow are visible; it is not a circular passenger wheel.
gated_highres,ferris wheel,8,0.5535183548927307,n7538624864_CH_19,An aerial image. It shows: Pylon used for aerialway.,/data/tessera_dataset/image-emb-text/images4/n7538624864_CH_19.jpg,9.676389612327853,46.78397254449558,21,0,0.99,"Electrical transmission structure and its shadow; no circular passenger wheel, hub, or radial spokes visible.",False,0.99,"A lattice utility tower and associated equipment are visible, without a circular wheel structure."
gated_highres,ferris wheel,9,0.5535183548927307,n5352835007_CH_18,An aerial image. It shows: Pylon used for aerialway.,/data/tessera_dataset/image-emb-text/images4/n5352835007_CH_18.jpg,8.209602302375982,46.733717898068015,23,0,0.99,Electrical transmission structure beside trees with a long shadow; no circular wheel visible.,False,0.99,A utility tower stands in grass and trees; no Ferris wheel is visible.
gated_highres,ferris wheel,10,0.5535183548927307,n5353295588_CH_18,An aerial image. It shows: Pylon used for aerialway.,/data/tessera_dataset/image-emb-text/images4/n5353295588_CH_18.jpg,8.214851256469098,46.75553996454437,20,0,0.99,Elongated lattice tower or support structure beside vegetation; no circular passenger wheel visible.,False,0.99,"A narrow lattice tower and long shadow are visible in a field, not a Ferris wheel."
gated_highres,ferris wheel,11,0.5535183548927307,n2398721931_CH_19,An aerial image. It shows: Pylon for aerialway.,/data/tessera_dataset/image-emb-text/images6/n2398721931_CH_19.jpg,8.999286480524532,47.2844518064161,18,0,0.99,Tower-like installation and long angular shadow in an open field; no Ferris wheel.,False,0.99,"A narrow support structure with a long shadow and cable-like line is visible on grass; no circular passenger wheel, hub, or radial spokes."
gated_highres,ferris wheel,12,0.5535183548927307,n5352839849_CH_18,An aerial image. It shows: Pylon for aerialway.,/data/tessera_dataset/image-emb-text/images6/n5352839849_CH_18.jpg,8.233484737617815,46.74839315312536,12,0,0.99,A narrow tower-like structure and its long shadow are visible in a field; no Ferris wheel.,False,0.99,Visible linear tower-like structure and shadow on grass; no large circular wheel structure is present.
gated_highres,ferris wheel,13,0.5535183548927307,n2771974702_CH_18,An aerial image. It shows: Pylon used for aerialway.,/data/tessera_dataset/image-emb-text/images7/n2771974702_CH_18.jpg,7.949304,46.5753217,10,0,0.99,Small rectangular structure on grass with a long narrow shadow; no Ferris wheel geometry is visible.,False,0.99,A small utility or lift-support structure with a dark linear shadow is visible; no Ferris wheel circle or spokes.
gated_highres,ferris wheel,14,0.5535183548927307,n2771974725_CH_18,An aerial image. It shows: Pylon for aerialway.,/data/tessera_dataset/image-emb-text/images5/n2771974725_CH_18.jpg,7.948329187856574,46.58005871144262,22,0,0.99,Utility or electrical structure in a grassy area; no Ferris wheel visible.,False,0.99,A vertical support/tower-like object and dark shadow appear in rocky grassland; no circular passenger wheel is visible.
gated_highres,ferris wheel,15,0.5535183548927307,n2389489164_CH_18,An aerial image. It shows: Pylon used for aerialway.,/data/tessera_dataset/image-emb-text/images6/n2389489164_CH_18.jpg,7.974957081533279,46.57993007805973,27,0,0.99,Close aerial view of a utility tower base and shadow; no circular wheel visible.,False,0.99,"A narrow linear support structure with a rectangular base/platform is visible; no wheel, hub, or radial spokes."
gated_highres,ferris wheel,16,0.5535183548927307,n3969209273_CH_18,An aerial image. It shows: Pylon used for aerialway.,/data/tessera_dataset/image-emb-text/images5/n3969209273_CH_18.jpg,8.214137522697197,46.758741575955725,35,0,0.99,Small lattice utility structure in grass with an angular shadow; no circular wheel rim or radial spokes.,False,0.99,A tower-like structure with a long narrow shadow and nearby cable line is visible; no distinct circular Ferris wheel.
gated_highres,ferris wheel,17,0.5535183548927307,n6504660872_CH_19,An aerial image. It shows: Pylon for aerialway.,/data/tessera_dataset/image-emb-text/images4/n6504660872_CH_19.jpg,9.65325233602513,46.7805468496533,13,0,0.99,Small ground structure with a long linear shadow; no circular wheel form or spokes.,False,0.99,A dark vertical linear structure with a small rectangular base is visible in grass; no circular wheel or spokes.
gated_highres,ferris wheel,18,0.5535183548927307,n5352835014_CH_18,An aerial image. It shows: Pylon for aerialway.,/data/tessera_dataset/image-emb-text/images5/n5352835014_CH_18.jpg,8.214098897552288,46.73852559507182,25,0,0.99,Utility structure and shadow in a field; no large circular passenger wheel visible.,False,0.99,A linear crossbar support structure and pronounced shadow are visible; no large circular passenger wheel.
gated_highres,ferris wheel,19,0.5535183548927307,n9916140086_US_21,An aerial image. It shows: Mast tower used for communication.,/data/tessera_dataset/image-emb-text/images6/n9916140086_US_21.jpg,-86.3054921,32.7187941,11,0,0.99,"Grassy terrain with a small rectangular structure and paths; no circular passenger wheel, hub, or radial spokes visible.",False,0.99,A small central tower or utility structure sits amid tracks and vegetation; no circular wheel with hub and radial spokes is visible.
gated_highres,ferris wheel,20,0.5535183548927307,n6268464704_CH_18,An aerial image. It shows: Pylon for aerialway.,/data/tessera_dataset/image-emb-text/images7/n6268464704_CH_18.jpg,8.277678173686887,46.76807962721777,6,0,0.99,Small mechanical or support structure on grass casting a narrow shadow; no circular wheel form is visible.,False,0.99,A narrow support-like structure and its elongated shadow are visible on grass; no Ferris wheel is present.
