system,query,rank,gate_global_weight,sample_id,source_title,image_path,center_lon,center_lat,relevant,confidence,visible_evidence,method,rerank_score,final_rank
gated_highres,river,1,0.5627004504203796,w250869652_US_21,An aerial image. It shows: Beautiful river scene.,/data/tessera_dataset/image-emb-text/images5/w250869652_US_21.jpg,-93.4568589216212,33.9613155580828,True,0.96,"A dark, continuous water channel is visibly winding through dense vegetation.",coarse,-1.0,1
gated_highres,river,2,0.5627004504203796,a128476058_CH_19,An aerial image. It shows: Pond surrounded by natural water.,/data/tessera_dataset/image-emb-text/images3/a128476058_CH_19.jpg,8.794590656595751,47.351534029291216,True,0.88,A broad dark watercourse is visibly bordered by vegetation and open land.,coarse,-2.0,2
gated_highres,river,3,0.5627004504203796,a101086696_US_20,An aerial image. It shows: River flowing through the landscape.,/data/tessera_dataset/image-emb-text/images7/a101086696_US_20.jpg,-99.323660531089,48.60358873537984,True,0.99,A clearly visible winding river or stream meanders through the grassy landscape.,coarse,-3.0,3
gated_highres,river,4,0.5627004504203796,w32926481_US_18,An aerial image. It shows: Beautiful river scene.,/data/tessera_dataset/image-emb-text/images6/w32926481_US_18.jpg,-69.93605093128672,43.95646661194178,True,0.97,A narrow dark river channel is visibly running through dense woodland.,coarse,-4.0,4
gated_highres,river,5,0.5627004504203796,w27517711_FI_21,An aerial image. It shows: Beautiful river scene.,/data/tessera_dataset/image-emb-text/images6/w27517711_FI_21.jpg,22.94400477138556,60.94516244984435,True,0.98,A broad brown river is clearly visible crossing the image with vegetated banks and nearby buildings.,coarse,-5.0,5
gated_highres,river,6,0.5627004504203796,a23897709_FI_21,An aerial image. It shows: Pond with natural water.,/data/tessera_dataset/image-emb-text/images7/a23897709_FI_21.jpg,25.756804609367077,61.21878396214824,True,0.84,A large dark water body or broad river channel is visibly present between wooded banks.,coarse,-6.0,6
gated_highres,river,7,0.5627004504203796,w315932392_US_21,An aerial image. It shows: Path on bridge.,/data/tessera_dataset/image-emb-text/images5/w315932392_US_21.jpg,-69.85200780484736,44.951603304842266,True,0.94,A narrow winding stream or river is visibly passing through the forest.,coarse,-7.0,7
gated_highres,river,8,0.5627004504203796,a164656394_US_20,An aerial image. It shows: River flowing through natural water landscape.,/data/tessera_dataset/image-emb-text/images6/a164656394_US_20.jpg,-93.90934436796704,29.97107282413054,True,0.99,A clearly defined sinuous dark river or stream is visible across the open wetland.,coarse,-8.0,8
gated_highres,river,9,0.5627004504203796,w714131384_US_21,An aerial image. It shows: Canal.,/data/tessera_dataset/image-emb-text/images7/w714131384_US_21.jpg,-119.30553695792725,46.26262505633676,False,0.93,"The dark winding feature appears to be a paved roadway with a uniform surface, alongside developed roadside areas, rather than visible water.",coarse,-9.0,9
gated_highres,river,10,0.5627004504203796,a59940460_US_17,An aerial image. It shows: River flowing through natural landscape.,/data/tessera_dataset/image-emb-text/images6/a59940460_US_17.jpg,-92.35228993601366,45.45232376165724,True,0.99,A substantial winding river is clearly visible through fields and a wooded corridor.,coarse,-10.0,10
gated_highres,river,11,0.5627004504203796,w1133599265_US_21,An aerial image. It shows: Canal.,/data/tessera_dataset/image-emb-text/images5/w1133599265_US_21.jpg,-116.53034467706256,43.53052175019188,True,0.84,A prominent curved dark water channel is visibly present between engineered banks.,coarse,-11.0,11
gated_highres,river,12,0.5627004504203796,a71852314_US_19,An aerial image. It shows: River flowing through natural landscape.,/data/tessera_dataset/image-emb-text/images4/a71852314_US_19.jpg,-89.51173336752058,48.0579183650556,True,0.99,A clearly defined winding brown river runs through dense forest.,coarse,-12.0,12
gated_highres,river,13,0.5627004504203796,a305798290_US_17,An aerial image. It shows: Canal with water flowing through it.,/data/tessera_dataset/image-emb-text/images6/a305798290_US_17.jpg,-122.36381354056137,48.326929106270256,True,0.99,"A broad turquoise river is clearly visible across the image, with an additional narrow channel below it.",coarse,-13.0,13
gated_highres,river,14,0.5627004504203796,w326694126_CH_20,An aerial image. It shows: Canal.,/data/tessera_dataset/image-emb-text/images3/w326694126_CH_20.jpg,7.370816042082117,46.22831127496378,True,0.95,A narrow flowing watercourse is clearly visible winding through vegetation.,coarse,-14.0,14
gated_highres,river,15,0.5627004504203796,w839175951_US_19,An aerial image. It shows: Canal.,/data/tessera_dataset/image-emb-text/images2/w839175951_US_19.jpg,-108.58403519974344,43.31747643657585,True,0.78,"A narrow, continuous water channel is visibly present alongside the path and fields.",coarse,-15.0,15
gated_highres,river,16,0.5627004504203796,w800890863_US_20,An aerial image. It shows: Beautiful river scene.,/data/tessera_dataset/image-emb-text/images6/w800890863_US_20.jpg,-121.12242835701034,37.72417412819398,True,0.98,"A clearly visible dark, turbulent stream or river channel runs through the forest.",coarse,-16.0,16
gated_highres,river,17,0.5627004504203796,a296511817_US_20,An aerial image. It shows: Detention basin with water.,/data/tessera_dataset/image-emb-text/images3/a296511817_US_20.jpg,-95.13171459838404,29.651855346257197,True,0.86,A broad winding watercourse surrounds wooded land and appears to form a river channel with islands or banks.,coarse,-17.0,17
gated_highres,river,18,0.5627004504203796,a925313663_US_18,An aerial image. It shows: River flowing through natural landscape.,/data/tessera_dataset/image-emb-text/images5/a925313663_US_18.jpg,-119.02312445,36.4085784,True,0.94,"A narrow, continuous river or stream channel is clearly visible through the landscape.",coarse,-18.0,18
gated_highres,river,19,0.5627004504203796,a488974063_US_20,An aerial image. It shows: Pond with natural water.,/data/tessera_dataset/image-emb-text/images7/a488974063_US_20.jpg,-85.8186631800701,43.637593976888,False,0.95,"The image shows a roughly enclosed dark water body resembling a pond or lake, with no visible river channel.",coarse,-19.0,19
gated_highres,river,20,0.5627004504203796,a253047508_FI_19,An aerial image. It shows: Pond with natural water.,/data/tessera_dataset/image-emb-text/images2/a253047508_FI_19.jpg,26.92757260647177,62.59010814692536,False,0.94,"The image shows a broad enclosed lake or pond bordered by trees, with no visible river channel.",coarse,-20.0,20
gated_highres,river,21,0.5627004504203796,a222359060_US_21,An aerial image. It shows: Lake with natural water.,/data/tessera_dataset/image-emb-text/images7/a222359060_US_21.jpg,-82.58521275,28.10223095,True,0.78,"Dark, elongated water body with irregular vegetated banks is visibly present.",coarse,-21.0,21
